  -8.0000000e+01  -9.5973327e-03
  -7.8383838e+01  -1.9884286e-02
  -7.6767677e+01   1.3103556e-01
  -7.5151515e+01   3.8653928e-02
  -7.3535354e+01   9.2821156e-02
  -7.1919192e+01   7.8308796e-02
  -7.0303030e+01   4.4293030e-02
  -6.8686869e+01   1.0514847e-01
  -6.7070707e+01   3.5860745e-02
  -6.5454545e+01   7.3378284e-02
  -6.3838384e+01  -2.6639243e-02
  -6.2222222e+01  -4.5692954e-03
  -6.0606061e+01   1.0081872e-01
  -5.8989899e+01   5.1476690e-02
  -5.7373737e+01   5.5941825e-02
  -5.5757576e+01   1.0362551e-01
  -5.4141414e+01  -3.8330287e-02
  -5.2525253e+01   8.4613728e-02
  -5.0909091e+01   5.8991464e-02
  -4.9292929e+01   1.4785809e-01
  -4.7676768e+01   1.3797453e-01
  -4.6060606e+01   7.3046727e-02
  -4.4444444e+01   1.5891372e-01
  -4.2828283e+01   1.6789487e-01
  -4.1212121e+01   2.2179857e-01
  -3.9595960e+01   1.8180533e-01
  -3.7979798e+01   1.6424036e-01
  -3.6363636e+01   2.4766834e-01
  -3.4747475e+01   2.9732909e-01
  -3.3131313e+01   3.1217239e-01
  -3.1515152e+01   3.5001166e-01
  -2.9898990e+01   2.9391734e-01
  -2.8282828e+01   3.2276082e-01
  -2.6666667e+01   3.5722590e-01
  -2.5050505e+01   4.4747398e-01
  -2.3434343e+01   4.5719171e-01
  -2.1818182e+01   4.8728280e-01
  -2.0202020e+01   5.4750824e-01
  -1.8585859e+01   5.5743439e-01
  -1.6969697e+01   5.4162588e-01
  -1.5353535e+01   5.8490800e-01
  -1.3737374e+01   7.1429096e-01
  -1.2121212e+01   7.0045899e-01
  -1.0505051e+01   6.3074185e-01
  -8.8888889e+00   5.8392644e-01
  -7.2727273e+00   6.8062816e-01
  -5.6565657e+00   7.2907766e-01
  -4.0404040e+00   6.4356732e-01
  -2.4242424e+00   8.2859933e-01
  -8.0808081e-01   8.5332453e-01
   8.0808081e-01   7.9956314e-01
   2.4242424e+00   7.9721142e-01
   4.0404040e+00   8.6996480e-01
   5.6565657e+00   8.8344689e-01
   7.2727273e+00   8.5394332e-01
   8.8888889e+00   8.4498119e-01
   1.0505051e+01   8.9716643e-01
   1.2121212e+01   9.8793826e-01
   1.3737374e+01   8.3182659e-01
   1.5353535e+01   9.9938301e-01
   1.6969697e+01   8.2981443e-01
   1.8585859e+01   8.8721671e-01
   2.0202020e+01   9.6456790e-01
   2.1818182e+01   9.9749274e-01
   2.3434343e+01   9.0445531e-01
   2.5050505e+01   9.4353597e-01
   2.6666667e+01   9.1653967e-01
   2.8282828e+01   8.8447685e-01
   2.9898990e+01   1.0223781e+00
   3.1515152e+01   9.4469252e-01
   3.3131313e+01   9.7339083e-01
   3.4747475e+01   1.0803144e+00
   3.6363636e+01   9.9428075e-01
   3.7979798e+01   9.7816376e-01
   3.9595960e+01   1.0175457e+00
   4.1212121e+01   9.9540284e-01
   4.2828283e+01   9.2473790e-01
   4.4444444e+01   1.0232779e+00
   4.6060606e+01   9.8833995e-01
   4.7676768e+01   9.8469068e-01
   4.9292929e+01   1.0283346e+00
   5.0909091e+01   1.0010029e+00
   5.2525253e+01   9.6471824e-01
   5.4141414e+01   9.3254554e-01
   5.5757576e+01   1.0261941e+00
   5.7373737e+01   1.0336535e+00
   5.8989899e+01   1.0050241e+00
   6.0606061e+01   9.9997134e-01
   6.2222222e+01   9.9136700e-01
   6.3838384e+01   9.9036068e-01
   6.5454545e+01   9.8615255e-01
   6.7070707e+01   1.0686753e+00
   6.8686869e+01   1.0553323e+00
   7.0303030e+01   9.7893399e-01
   7.1919192e+01   1.0348098e+00
   7.3535354e+01   9.6905658e-01
   7.5151515e+01   9.6240427e-01
   7.6767677e+01   9.9231083e-01
   7.8383838e+01   1.0089483e+00
   8.0000000e+01   9.7045565e-01
