  -8.0000000e+01   2.0059375e-02
  -7.8383838e+01   4.4444055e-02
  -7.6767677e+01   1.7838800e-02
  -7.5151515e+01   2.6696771e-02
  -7.3535354e+01   3.8868954e-02
  -7.1919192e+01   2.0283337e-02
  -7.0303030e+01   4.6322816e-02
  -6.8686869e+01   3.3470141e-02
  -6.7070707e+01   4.9891797e-02
  -6.5454545e+01   4.0737534e-02
  -6.3838384e+01   6.8356695e-02
  -6.2222222e+01   6.8460810e-02
  -6.0606061e+01   5.5696150e-02
  -5.8989899e+01   8.7473870e-02
  -5.7373737e+01   7.3655995e-02
  -5.5757576e+01   9.2479513e-02
  -5.4141414e+01   9.4901043e-02
  -5.2525253e+01   1.0258015e-01
  -5.0909091e+01   1.3329503e-01
  -4.9292929e+01   1.0885545e-01
  -4.7676768e+01   1.2127268e-01
  -4.6060606e+01   1.5776563e-01
  -4.4444444e+01   1.4224547e-01
  -4.2828283e+01   1.8740059e-01
  -4.1212121e+01   2.0865183e-01
  -3.9595960e+01   1.9822631e-01
  -3.7979798e+01   2.3138963e-01
  -3.6363636e+01   2.4545950e-01
  -3.4747475e+01   2.8159103e-01
  -3.3131313e+01   2.8779490e-01
  -3.1515152e+01   3.2501977e-01
  -2.9898990e+01   3.3311169e-01
  -2.8282828e+01   3.7613078e-01
  -2.6666667e+01   3.9441059e-01
  -2.5050505e+01   4.0475234e-01
  -2.3434343e+01   4.3149872e-01
  -2.1818182e+01   4.7030050e-01
  -2.0202020e+01   4.7685255e-01
  -1.8585859e+01   5.3270905e-01
  -1.6969697e+01   5.6509857e-01
  -1.5353535e+01   5.8344121e-01
  -1.3737374e+01   5.9141214e-01
  -1.2121212e+01   6.3078002e-01
  -1.0505051e+01   6.7554569e-01
  -8.8888889e+00   6.8973462e-01
  -7.2727273e+00   7.0570719e-01
  -5.6565657e+00   7.3110728e-01
  -4.0404040e+00   7.5688322e-01
  -2.4242424e+00   7.6537602e-01
  -8.0808081e-01   7.8129290e-01
   8.0808081e-01   7.9744796e-01
   2.4242424e+00   8.1843532e-01
   4.0404040e+00   8.3007174e-01
   5.6565657e+00   8.3925189e-01
   7.2727273e+00   8.5105123e-01
   8.8888889e+00   8.7887647e-01
   1.0505051e+01   8.7863603e-01
   1.2121212e+01   8.8545194e-01
   1.3737374e+01   8.9086453e-01
   1.5353535e+01   8.9974565e-01
   1.6969697e+01   9.2849203e-01
   1.8585859e+01   9.2542286e-01
   2.0202020e+01   9.4203472e-01
   2.1818182e+01   9.5417134e-01
   2.3434343e+01   9.4496134e-01
   2.5050505e+01   9.5998053e-01
   2.6666667e+01   9.8630826e-01
   2.8282828e+01   9.5818403e-01
   2.9898990e+01   9.6980623e-01
   3.1515152e+01   9.6570605e-01
   3.3131313e+01   9.8303133e-01
   3.4747475e+01   9.7066091e-01
   3.6363636e+01   9.7302056e-01
   3.7979798e+01   9.8610372e-01
   3.9595960e+01   9.8131427e-01
   4.1212121e+01   9.7654048e-01
   4.2828283e+01   9.6339024e-01
   4.4444444e+01   9.7248538e-01
   4.6060606e+01   9.8251331e-01
   4.7676768e+01   9.9702351e-01
   4.9292929e+01   9.9722804e-01
   5.0909091e+01   9.9668894e-01
   5.2525253e+01   1.0023943e+00
   5.4141414e+01   9.9092197e-01
   5.5757576e+01   9.9745039e-01
   5.7373737e+01   9.9366259e-01
   5.8989899e+01   9.9935458e-01
   6.0606061e+01   9.9352964e-01
   6.2222222e+01   1.0061818e+00
   6.3838384e+01   9.8065913e-01
   6.5454545e+01   1.0202743e+00
   6.7070707e+01   9.9429318e-01
   6.8686869e+01   9.8498072e-01
   7.0303030e+01   9.8612642e-01
   7.1919192e+01   9.9741101e-01
   7.3535354e+01   1.0110636e+00
   7.5151515e+01   9.8881178e-01
   7.6767677e+01   1.0026141e+00
   7.8383838e+01   9.9032687e-01
   8.0000000e+01   1.0082757e+00
